ELECCIONES AL PARLAMENTO DE NAVARRA POR MESAS 1999;;;;;;;;;;;;;;;;;;;

CÓDIGO;MUNICIPIO;DISTRITO;SECCIÓN;MESA;CENSO_ELECTORAL;ABSTENCIONES;V.EMITIDOS;NULOS;V.VÁLIDOS;BLANCOS;A_CAND.;UPN;PSN-PSOE;CDN;IU-EB;EH;EA-EAJ_PNV;EKA;IN
260;YERRI;1;1;A;539;188;351;5;346;10;336;197;33;20;12;57;13;0;4
260;YERRI;1;1;B;376;155;221;0;221;2;219;128;33;6;10;29;10;2;1
260;YERRI;1;1;C;390;148;242;1;241;6;235;135;11;11;13;58;5;0;2
261;YESA;1;1;U;275;41;234;3;231;5;226;118;59;19;6;12;10;0;2
262;ZABALZA;1;1;U;136;36;100;0;100;3;97;51;5;10;10;16;0;0;5
263;ZUBIETA;1;1;U;288;114;174;7;167;11;156;21;9;3;2;94;25;1;1
264;ZUGARRAMURDI ;1;1;U;214;38;176;1;175;5;170;105;7;3;5;34;15;0;1
265;ZUÑIGA;1;1;U;114;22;92;0;92;3;89;38;11;15;6;13;4;0;2
899;C.E.R.A.;1;1;U;10.485;9107;1.378;3;1375;10;1.365;533;423;79;69;93;125;21;22
901;BARAÑAIN;1;1;A;664;288;376;4;372;6;366;147;92;23;35;54;10;1;4
901;BARAÑAIN;1;1;B;669;281;388;1;387;14;373;172;75;34;32;47;9;1;3
901;BARAÑAIN;1;2;A;688;285;403;1;402;4;398;154;85;30;43;63;13;1;9
901;BARAÑAIN;1;2;B;594;244;350;1;349;15;334;138;75;30;33;36;18;0;4
901;BARAÑAIN;1;3;A;737;312;425;2;423;14;409;140;118;22;44;64;16;0;5
901;BARAÑAIN;1;3;B;828;335;493;0;493;17;476;153;125;38;48;86;16;0;10
901;BARAÑAIN;1;4;A;894;350;544;3;541;20;521;179;132;35;48;101;16;3;7
901;BARAÑAIN;1;4;B;868;341;527;0;527;17;510;205;140;32;41;59;21;3;9
901;BARAÑAIN;1;5;A;847;358;489;4;485;10;475;150;111;30;56;108;18;0;2
901;BARAÑAIN;1;5;B;826;351;475;5;470;6;464;152;107;36;47;101;13;1;7
901;BARAÑAIN;1;6;A;766;353;413;1;412;8;404;129;99;17;60;73;19;4;3
901;BARAÑAIN;1;6;B;759;314;445;2;443;9;434;117;134;19;58;93;5;2;6
901;BARAÑAIN;1;7;A;860;329;531;1;530;13;517;143;104;69;62;108;25;2;4
901;BARAÑAIN;1;7;B;748;284;464;3;461;15;446;138;87;43;42;101;26;2;7
901;BARAÑAIN;1;8;A;752;324;428;2;426;16;410;156;64;52;47;67;19;2;3
901;BARAÑAIN;1;8;B;697;295;402;2;400;12;388;138;68;49;38;68;20;2;5
901;BARAÑAIN;1;9;U;823;371;452;2;450;7;443;119;96;37;64;104;11;0;12
901;BARAÑAIN;1;10;A;887;345;542;3;539;18;521;148;132;33;68;103;34;0;3
901;BARAÑAIN;1;10;B;856;364;492;0;492;15;477;129;96;34;56;116;45;1;0
901;BARAÑAIN;1;11;A;462;211;251;1;250;6;244;94;42;29;21;39;19;0;0
901;BARAÑAIN;1;11;B;448;172;276;2;274;6;268;112;43;29;29;39;14;0;2
902;BERRIOPLANO;1;1;A;455;121;334;1;333;13;320;151;28;44;24;57;14;1;1
902;BERRIOPLANO;1;1;B;487;133;354;1;353;10;343;141;46;43;25;67;17;2;2
903;BERRIOZAR;1;1;U;506;198;308;1;307;8;299;73;46;31;22;111;12;4;0
903;BERRIOZAR;1;2;A;670;263;407;2;405;11;394;63;111;35;50;127;6;0;2
903;BERRIOZAR;1;2;B;512;208;304;1;303;6;297;46;80;33;53;79;5;0;1
903;BERRIOZAR;1;3;A;535;213;322;1;321;3;318;58;88;27;46;95;1;1;2
903;BERRIOZAR;1;3;B;615;252;363;4;359;10;349;87;112;25;43;80;1;0;1
903;BERRIOZAR;1;4;A;840;358;482;2;480;7;473;85;115;41;59;168;4;0;1
903;BERRIOZAR;1;4;B;755;283;472;4;468;9;459;81;148;27;55;140;4;1;3
904;IRURTZUN;1;1;A;803;262;541;8;533;19;514;169;82;35;28;164;34;0;2
904;IRURTZUN;1;1;B;810;256;554;8;546;16;530;205;86;26;38;140;22;1;12
905;BERIAIN;1;1;A;656;216;440;6;434;5;429;164;143;22;61;27;2;0;10
905;BERIAIN;1;1;B;643;214;429;2;427;6;421;131;151;28;63;28;4;1;15
905;BERIAIN;1;2;U;740;280;460;0;460;15;445;179;97;36;69;50;5;0;9
906;ORCOYEN;1;1;A;568;156;412;7;405;13;392;79;68;29;137;64;13;0;2
906;ORCOYEN;1;1;B;477;139;338;7;331;13;318;84;47;19;117;37;12;0;2
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;1;U;873;273;600;7;593;9;584;278;65;84;44;97;12;0;4
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;2;A;477;173;304;0;304;9;295;112;44;25;32;36;36;0;10
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;2;B;534;197;337;5;332;10;322;141;37;22;36;63;15;0;8
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;3;A;539;208;331;3;328;8;320;105;46;25;36;77;24;0;7
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;3;B;607;231;376;5;371;5;366;104;65;38;54;79;12;0;14
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;3;C;502;206;296;0;296;11;285;79;44;27;36;67;17;0;15
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;4;A;606;253;353;2;351;3;348;124;56;27;35;74;26;0;6
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;4;B;642;240;402;1;401;12;389;141;70;31;41;78;22;0;6
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;4;C;537;200;337;1;336;15;321;124;47;31;34;62;22;0;1
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;5;A;1.018;389;629;2;627;29;598;191;89;69;69;116;47;2;15
907;ZIZUR MAYOR / ZIZUR NAGUSIA;1;5;B;1.010;381;629;3;626;14;612;183;120;74;62;117;38;0;18
908;LEKUNBERRI;1;1;U;666;183;483;1;482;7;475;104;11;29;15;86;228;1;1
